,filePath,emotion,isFemale,actorId
0,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-01-16.wav,5,True,16
1,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-02-16.wav,6,True,16
2,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-02-16.wav,6,True,16
3,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-01-16.wav,5,True,16
4,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-01-16.wav,7,True,16
5,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-02-16.wav,4,True,16
6,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-02-16.wav,4,True,16
7,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-01-16.wav,7,True,16
8,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-01-16.wav,8,True,16
9,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-01-16.wav,8,True,16
10,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-02-16.wav,3,True,16
11,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-02-16.wav,3,True,16
12,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-01-16.wav,2,True,16
13,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-02-16.wav,1,True,16
14,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-01-16.wav,2,True,16
15,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-01-16.wav,3,True,16
16,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-01-16.wav,3,True,16
17,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-02-16.wav,2,True,16
18,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-02-16.wav,2,True,16
19,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-01-16.wav,1,True,16
20,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-01-16.wav,6,True,16
21,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-02-16.wav,5,True,16
22,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-02-16.wav,5,True,16
23,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-01-16.wav,6,True,16
24,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-01-16.wav,4,True,16
25,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-02-16.wav,7,True,16
26,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-02-16.wav,7,True,16
27,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-01-16.wav,4,True,16
28,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-02-16.wav,8,True,16
29,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-02-16.wav,8,True,16
30,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-02-16.wav,2,True,16
31,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-01-16.wav,1,True,16
32,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-02-16.wav,2,True,16
33,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-01-16.wav,3,True,16
34,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-01-16.wav,3,True,16
35,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-02-16.wav,7,True,16
36,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-01-16.wav,4,True,16
37,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-01-16.wav,4,True,16
38,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-02-16.wav,7,True,16
39,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-02-16.wav,5,True,16
40,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-01-16.wav,6,True,16
41,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-01-16.wav,6,True,16
42,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-02-16.wav,5,True,16
43,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-02-16.wav,8,True,16
44,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-02-16.wav,8,True,16
45,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-02-16.wav,4,True,16
46,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-01-16.wav,7,True,16
47,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-01-16.wav,7,True,16
48,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-02-16.wav,4,True,16
49,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-02-16.wav,6,True,16
50,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-01-16.wav,5,True,16
51,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-01-16.wav,5,True,16
52,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-02-16.wav,6,True,16
53,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-01-16.wav,8,True,16
54,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-01-16.wav,8,True,16
55,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-02-16.wav,1,True,16
56,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-01-16.wav,2,True,16
57,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-01-16.wav,2,True,16
58,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-02-16.wav,3,True,16
59,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-02-16.wav,3,True,16
60,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-02-11.wav,1,False,11
61,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-01-11.wav,2,False,11
62,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-01-11.wav,2,False,11
63,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,3,False,11
64,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav,3,False,11
65,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav,4,False,11
66,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-01-11.wav,7,False,11
67,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-01-11.wav,7,False,11
68,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,4,False,11
69,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-02-11.wav,6,False,11
70,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,5,False,11
71,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,5,False,11
72,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-02-11.wav,6,False,11
73,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-01-11.wav,8,False,11
74,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-01-11.wav,8,False,11
75,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-02-11.wav,7,False,11
76,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-01-11.wav,4,False,11
77,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,4,False,11
78,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-02-11.wav,7,False,11
79,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-02-11.wav,5,False,11
80,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-01-11.wav,6,False,11
81,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-01-11.wav,6,False,11
82,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-02-11.wav,5,False,11
83,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-02-11.wav,8,False,11
84,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-02-11.wav,8,False,11
85,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-02-11.wav,2,False,11
86,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-01-11.wav,1,False,11
87,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-02-11.wav,2,False,11
88,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,3,False,11
89,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-01-11.wav,3,False,11
90,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-01-11.wav,6,False,11
91,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-02-11.wav,5,False,11
92,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-02-11.wav,5,False,11
93,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-01-11.wav,6,False,11
94,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,4,False,11
95,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-02-11.wav,7,False,11
96,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-02-11.wav,7,False,11
97,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-01-11.wav,4,False,11
98,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-02-11.wav,8,False,11
99,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-02-11.wav,8,False,11
100,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-01-11.wav,3,False,11
101,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,3,False,11
102,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-02-11.wav,2,False,11
103,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-02-11.wav,2,False,11
104,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-01-11.wav,1,False,11
105,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-02-11.wav,3,False,11
106,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,3,False,11
107,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-01-11.wav,2,False,11
108,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,1,False,11
109,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-01-11.wav,2,False,11
110,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-01-11.wav,5,False,11
111,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-02-11.wav,6,False,11
112,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-02-11.wav,6,False,11
113,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,5,False,11
114,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-01-11.wav,7,False,11
115,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,4,False,11
116,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-02-11.wav,4,False,11
117,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-01-11.wav,7,False,11
118,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-01-11.wav,8,False,11
119,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-01-11.wav,8,False,11
120,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-02-18.wav,3,True,18
121,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-02-02-18.wav,3,True,18
122,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-02-01-18.wav,2,True,18
123,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-01-01-18.wav,2,True,18
124,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-01-02-18.wav,1,True,18
125,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-01-02-18.wav,6,True,18
126,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-01-01-18.wav,5,True,18
127,data/RAVDESS/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-02-01-18.wav,5,True,18
