filePath,emotion,isFemale,actorId
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-01-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-02-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-02-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-01-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-01-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-02-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-02-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-01-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-01-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-01-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-02-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-02-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-01-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-02-16.wav,1,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-01-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-01-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-01-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-02-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-02-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-01-16.wav,1,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-01-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-02-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-02-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-01-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-01-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-02-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-02-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-01-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-02-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-02-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-02-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-01-16.wav,1,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-02-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-01-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-01-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-02-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-01-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-01-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-02-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-02-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-01-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-01-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-02-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-02-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-02-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-02-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-01-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-01-16.wav,7,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-02-16.wav,4,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-02-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-01-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-01-16.wav,5,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-02-16.wav,6,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-01-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-01-16.wav,8,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-02-16.wav,1,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-01-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-01-16.wav,2,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-02-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-02-16.wav,3,True,16
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-02-11.wav,1,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-01-11.wav,2,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-01-11.wav,2,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,3,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav,3,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav,4,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-01-11.wav,7,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-01-11.wav,7,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,4,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-02-11.wav,6,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,5,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,5,False,11
data/RAVDESS/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-02-11.wav,6,False,11
